SITE_ID,SITE_NAME,TIMESTAMP_START,TIMESTAMP_END,DEPTH,WTEMP
US-Was,Washington,199301041330,199301041400,1,8.07
US-Was,Washington,199301041330,199301041400,10,8.05
US-Was,Washington,199301041330,199301041400,40,8.02
US-Was,Washington,199301041330,199301041400,60,7.93
US-Was,Washington,199302011430,199302011500,1,6.9
US-Was,Washington,199302011430,199302011500,10,6.75
US-Was,Washington,199302011430,199302011500,40,6.65
US-Was,Washington,199302011430,199302011500,59,6.43
US-Was,Washington,199303011330,199303011400,1,6.37
US-Was,Washington,199303011330,199303011400,10,6.33
US-Was,Washington,199303011330,199303011400,40,6.23
US-Was,Washington,199303011330,199303011400,60,6.21
US-Was,Washington,199304042230,199304042300,5,8.99
US-Was,Washington,199304042230,199304042300,10,8.47
US-Was,Washington,199304042230,199304042300,15,8.24
US-Was,Washington,199304042230,199304042300,20,8.09
US-Was,Washington,199304042230,199304042300,40,7.12
US-Was,Washington,199304042230,199304042300,60,6.38
US-Was,Washington,199304051230,199304051300,1,9.06
US-Was,Washington,199305022230,199305022300,5,11.41
US-Was,Washington,199305022230,199305022300,10,10.66
US-Was,Washington,199305022230,199305022300,15,10.31
US-Was,Washington,199305022230,199305022300,20,9.93
US-Was,Washington,199305022230,199305022300,40,7.3
US-Was,Washington,199305022230,199305022300,60,6.62
US-Was,Washington,199305031230,199305031300,1,11.67
US-Was,Washington,199306071230,199306071300,1,17.37
US-Was,Washington,199306071230,199306071300,5,16.99
US-Was,Washington,199306071230,199306071300,10,15.21
US-Was,Washington,199306071230,199306071300,15,12.43
US-Was,Washington,199306071230,199306071300,20,10.92
US-Was,Washington,199306071230,199306071300,40,7.6
US-Was,Washington,199306071230,199306071300,60,6.8
US-Was,Washington,199307061230,199307061300,1,19.19
US-Was,Washington,199307061230,199307061300,5,18.58
US-Was,Washington,199307061230,199307061300,10,16.9
US-Was,Washington,199307061230,199307061300,15,12.72
US-Was,Washington,199307061230,199307061300,20,10.67
US-Was,Washington,199307061230,199307061300,25,9.21
US-Was,Washington,199307061230,199307061300,30,8.29
US-Was,Washington,199307061330,199307061400,40,7.74
US-Was,Washington,199307061330,199307061400,50,7.26
US-Was,Washington,199307061330,199307061400,55,7.1
US-Was,Washington,199307061330,199307061400,60,6.97
US-Was,Washington,199308021330,199308021400,1,21.07
US-Was,Washington,199308021330,199308021400,5,20.4
US-Was,Washington,199308021330,199308021400,10,19.66
US-Was,Washington,199308021330,199308021400,15,11.45
US-Was,Washington,199308021330,199308021400,20,9.42
US-Was,Washington,199308021330,199308021400,25,8.7
US-Was,Washington,199308021330,199308021400,30,8.16
US-Was,Washington,199308021330,199308021400,40,7.71
US-Was,Washington,199308021330,199308021400,50,7.29
US-Was,Washington,199308021330,199308021400,58,7.09
US-Was,Washington,199309062230,199309062300,1,21.5
US-Was,Washington,199309071330,199309071400,1,20.96
US-Was,Washington,199309071330,199309071400,10,19.86
US-Was,Washington,199309071330,199309071400,15,12.41
US-Was,Washington,199309071330,199309071400,20,10.36
US-Was,Washington,199309071330,199309071400,25,9.03
US-Was,Washington,199309071330,199309071400,30,8.31
US-Was,Washington,199309071330,199309071400,40,7.74
US-Was,Washington,199309071430,199309071500,50,7.36
US-Was,Washington,199309071430,199309071500,55,7.23
US-Was,Washington,199309071430,199309071500,60,7.15
US-Was,Washington,199310041330,199310041400,1,18.54
US-Was,Washington,199310041330,199310041400,1,18.56
US-Was,Washington,199310041330,199310041400,10,18.12
US-Was,Washington,199310041330,199310041400,15,13.97
US-Was,Washington,199310041330,199310041400,20,10.19
US-Was,Washington,199310041330,199310041400,25,8.93
US-Was,Washington,199310041330,199310041400,30,8.33
US-Was,Washington,199310041430,199310041500,40,7.75
US-Was,Washington,199310041430,199310041500,50,7.39
US-Was,Washington,199310041430,199310041500,55,7.24
US-Was,Washington,199310041430,199310041500,60,7.17
US-Was,Washington,199311011530,199311011600,1,15.14
US-Was,Washington,199311011530,199311011600,1,15.16
US-Was,Washington,199311011530,199311011600,10,14.92
US-Was,Washington,199311011530,199311011600,15,14.83
US-Was,Washington,199311011530,199311011600,20,10.71
US-Was,Washington,199311011530,199311011600,25,9
US-Was,Washington,199311011530,199311011600,30,8.41
US-Was,Washington,199311011530,199311011600,40,7.78
US-Was,Washington,199311011530,199311011600,50,7.5
US-Was,Washington,199311011530,199311011600,55,7.35
US-Was,Washington,199311011630,199311011700,60,7.28
US-Was,Washington,199312071030,199312071100,1,9.23
US-Was,Washington,199312071030,199312071100,1,9.23
US-Was,Washington,199312071130,199312071200,10,9.24
US-Was,Washington,199312071130,199312071200,20,9.23
US-Was,Washington,199312071130,199312071200,30,9.21
US-Was,Washington,199312071130,199312071200,40,9.2
US-Was,Washington,199312071130,199312071200,50,8.11
US-Was,Washington,199312071130,199312071200,55,7.94
US-Was,Washington,199312071130,199312071200,60,7.87
